SRC_ID,Segment,8_name,12_code,TotDASqKm,slope,length,wbody,s_order,Stream Type,Bedform,Ph2SedReg,Class,ElevDS_m,L_m,DA      _sqkm,W_reg      _m,W_Ph2      _m,W_rat,D_reg     _m,D_mn     _m,D_rat,V_mps,Rh_m,D95_mm,D84_mm,D95toD50,D84toD50,TSP,SSPup,SSPcr_Soar_D84,SSPcr_Lea_D84,logValue_Lea,tau_cr_D84,S,VC,VC_rat,ER,WtoD,IR,d50_mm,d84_d16,nBars,nFCs,pArmor,SSP,SSP_bal,SSPcr_rat_Soar,SSP_exc_Soar,SSPcr_rat_Lea,SSP_exc_Lea,RR,SSPtoD50,SSPfrXSsprdsht,Differen_SSP,RPD_SSP
1,118_M15T1.03A,blackconnecticut,0504,73.9,0.00070028,435.2,FALSE,1,D4,Braided,DEP,6,153.0,435.2,73.9,17.4,17.4,1.0,0.800,0.800,1,,,148.9,106.6,3.3,2.3,124.1,67.4,245.6,156,1589.9,41.6,0.070,8.7,0.6,99.0,99.0,1.0,45.7,105.9,0.0,0.0,0,7.1,0.11,0.03,-238.5073583,0.05,-148.9,,155.8,0.0,-7.1,-100.0
2,118_M15T1.03B,blackconnecticut,0504,73.6,0.006650246,1237.4,FALSE,1,C4,Riffle Pool,CEFD,5,153.3,1237.4,73.6,17.4,11.7,0.7,0.799,0.856,1.072,1.83,0.80,148.9,106.6,3.3,2.3,1173.8,156.7,166.1,313.2,314.4,78.1,0.665,14.0,2.4,7.8,13.7,1.1,45.7,105.9,18.6,4.0,0.003,67.4,0.43,0.41,-98.66260275,0.22,-245.8,7.52,1476.0,95.6,28.2,41.8
3,118_M15T1.04,blackconnecticut,0504,72.0,0.015682175,1166.1,FALSE,1,A1c,Bedrock,TR,1,161.5,1166.1,72.0,17.2,17.2,1.0,0.794,0.794,1,,,611.9,250.3,6.1,2.5,2701.8,7.1,472.5,1461.4,181.3,233.1,1.568,5.8,0.2,1.7,12.0,1.0,100.3,223.6,0.0,0.0,0,156.7,21.99,0.33,-315.7630599,0.11,-1304.7,,1562.2,0.0,-156.7,-100.0
4,118_M15T1.05-,blackconnecticut,0504,61.7,0.000785546,1940,FALSE,1,E5,Dune Ripple,CEFD,5,179.8,1940.0,61.7,16.1,12.5,0.8,0.758,1.125,1.484,1.52,1.02,5.9,3.4,6.7,3.9,114.8,5.9,1.1,1,2417.8,1.4,0.079,36.8,0.8,7.3,11.1,1.0,0.9,3.3,21.1,0.0,0.03,7.1,1.21,6.66,6.054284579,7.23,6.1,299.52,8081.5,11.9,4.8,67.7
5,118_M15T1.06A,blackconnecticut,0504,54.0,0.000706964,862.2,FALSE,1,E5,Dune Ripple,CEFD,5,181.3,862.2,54.0,15.2,12.6,0.8,0.728,0.951,1.306,1.05,0.90,23.3,14.0,32.6,19.5,89.6,6.7,4.0,9.6,13213,5.5,0.071,48.5,1.3,7.3,13.2,1.0,0.7,13.8,12.8,1.2,0.02,5.9,0.88,1.46,1.865611063,0.62,-3.7,64.53,8233.5,6.6,0.7,11.5
6,118_M15T1.06B,blackconnecticut,0504,53.5,0.000806885,1133.2,FALSE,1,E5,Dune Ripple,FSTCD,4,182.0,1133.2,53.5,15.1,12.6,0.8,0.726,1.122,1.545,0.91,1.04,155.5,59.6,77.8,29.8,101.2,28.1,28.2,92.3,18346,24.2,0.081,36.2,1.0,4.8,11.3,1.6,2.0,59.5,10.6,0.9,0.05,6.7,0.24,0.24,-21.49276654,0.07,-85.6,17.37,3344.2,7.5,0.8,12.1
7,118_M15T1.07-,blackconnecticut,0504,47.7,0.003649635,835.1,FALSE,1,F4,Riffle Pool,FSTCD,4,182.9,835.1,47.7,14.4,18.7,1.3,0.702,0.479,0.682,0.90,0.47,260.5,92.1,5.3,1.9,405.1,92.6,168.4,202.8,387.1,57,0.365,35.7,4.4,1.3,38.1,2.0,49.4,91.7,20.4,4.8,0.16,28.1,0.30,0.17,-140.2343262,0.14,-174.6,5.13,569.9,15.2,-13.0,-46.0
8,118_M15T1.08-,blackconnecticut,0504,47.4,0.012057878,758.3,FALSE,1,F4,Riffle Pool,UST,3,185.9,758.3,47.4,14.3,12.9,0.9,0.700,0.808,1.154,2.13,0.76,284.0,143.5,4.5,2.3,1327.7,103.6,229.4,578.4,199.7,124.1,1.206,8.2,1.2,1.4,16.0,2.2,63.1,108.4,7.9,1.3,0.16,92.6,0.89,0.40,-136.8442875,0.16,-485.8,5.31,1467.7,192.4,99.8,107.8
9,118_M15T1.09-,blackconnecticut,0504,46.5,0.013646288,1116.7,FALSE,1,F4,Plane Bed,UST,3,195.1,1116.7,46.5,14.2,12.6,0.9,0.696,0.649,0.932,1.41,0.63,467.2,285.0,10.6,6.5,1474.5,49.5,369.9,2013.6,518.3,255.3,1.365,7.0,0.4,1.2,19.3,3.2,44.2,274.6,4.5,0.0,0.28,103.6,2.09,0.28,-266.2996237,0.05,-1910,2.21,2346.1,119.5,15.9,15.4
10,118_M15T1.10-,blackconnecticut,0504,31.5,0.008333333,731.5,FALSE,1,F3,Riffle Pool,UST,3,210.3,731.5,31.5,12.0,11.7,1.0,0.620,0.451,0.728,1.05,0.44,198.7,151.1,3.0,2.3,593.6,124.6,269.5,563,262.2,117.9,0.833,15.9,2.1,1.1,25.9,1.8,66.0,122.7,17.8,1.4,0.09,49.5,0.40,0.18,-220.0156178,0.09,-513.5,2.88,749.8,37.2,-12.3,-24.8
11,118_M15T1.11A,blackconnecticut,0504,30.1,0.021582734,127.1,FALSE,1,F3b,Plane Bed,UST,3,216.4,127.1,30.1,11.8,12.3,1.1,0.611,0.561,0.918,1.81,0.55,361.0,206.3,3.8,2.2,1464.0,203.3,346.9,1162.1,125.7,210.1,2.158,7.7,1.8,1.3,22.0,2.7,94.7,179.1,7.9,0.0,0.41,124.6,0.61,0.36,-222.3661146,0.11,-1037.5,2.66,1314.8,210.1,85.5,68.7
12,118_M15T1.11B,blackconnecticut,0504,30.1,0.03525641,95.1,FALSE,1,F3b,Step Pool,UST,3,219.1,95.1,30.1,11.7,10.2,0.9,0.611,0.561,0.918,2.04,0.52,611.9,250.3,6.1,2.5,2388.6,422.9,372.8,1823.3,101.2,292.5,3.526,4.2,1.8,1.1,18.2,3.0,100.3,223.6,10.5,0.0,1.00,203.3,0.48,0.55,-169.459395,0.11,-1620,2.07,2027.2,366.3,162.9,80.1
13,118_M15T1.11C,blackconnecticut,0504,30.1,0.073349633,124.7,FALSE,1,A1,Bedrock,TR,1,222.5,124.7,30.1,11.7,11.7,1.0,0.611,0.611,1,,,3691.5,2936.7,15.7,12.5,4967.1,222.7,5070.4,123130.7,299.7,4212.6,7.335,2.3,0.8,1.7,12.0,1.0,234.4,2740.9,0.0,0.0,0.08,422.9,1.90,0.08,-4647.472225,0.00,-122707.8,,1804.1,0.0,-422.9,-100.0
14,118_M19A,blackconnecticut,0503,301.8,0.001885458,1293.2,FALSE,1,C4,Riffle Pool,FSTCD,4,162.1,1293.2,301.8,32.4,39.3,1.2,1.220,0.933,0.765,1.09,0.91,124.5,99.5,2.6,2.1,1505.4,142.1,199.7,189.7,704.9,51.2,0.189,7.5,1.0,3.1,42.1,1.7,47.1,99.1,2.3,3.1,0.04,46.5,0.33,0.23,-153.2066151,0.24,-143.2,9.13,986.3,18.2,-28.2,-60.8
15,118_M19B,blackconnecticut,0503,299.8,0.005790388,1052.7,FALSE,1,F3,Riffle Pool,UST,3,164.6,1052.7,299.8,32.3,36.7,1.1,1.218,0.753,0.618,1.47,0.75,214.7,133.2,3.2,2.0,4590.7,115.7,259.8,407.9,293.5,93.8,0.579,7.9,1.0,1.1,48.1,2.1,67.5,132.8,1.9,0.0,0,142.1,1.23,0.55,-117.7080154,0.35,-265.8,5.61,2104.3,62.2,-79.9,-56.2
16,118_M26-,blackconnecticut,0503,259.8,0.005509642,553.2,FALSE,1,F4,Plane Bed,UST,3,225.5,553.2,259.8,30.3,37.2,1.2,1.166,0.872,0.747,1.52,0.86,279.2,157.1,4.6,2.6,3747.2,100.8,293.6,539.1,398.7,109.1,0.551,4.7,0.7,1.3,42.7,2.3,60.8,156.1,0.0,0.0,0.05,123.6,1.23,0.42,-170.0421756,0.23,-415.5,5.47,2033.2,70.8,-52.7,-42.7
17,118_M26T2.01-,blackconnecticut,0503,38.9,0.013181019,346.8,FALSE,1,C3,Plane Bed,UST,3,228.6,346.8,38.9,13.2,10.0,0.8,0.660,0.826,1.252,1.82,0.77,336.0,250.6,4.3,3.2,1175.1,153.6,436.3,1460.1,264.3,222.3,1.318,5.5,1.2,4.3,12.2,1.6,78.1,249.4,8.6,2.9,0.28,89.4,0.58,0.20,-346.9675314,0.06,-1370.8,3.06,1144.4,181.0,91.7,102.6
18,118_M26T2.05-,blackconnecticut,0503,33.9,0.010185186,1645.8,FALSE,1,C3,Riffle Pool,CEFD,5,318.5,1645.8,33.9,12.4,12.0,1.0,0.633,0.649,1.025,1.12,0.63,426.4,333.1,4.3,3.4,784.9,30.9,692.4,2093.9,335.9,274.9,1.019,8.0,0.7,3.6,18.4,1.2,98.3,332.0,9.1,3.6,0.06,63.4,2.05,0.09,-629.0091948,0.03,-2030.5,1.88,644.8,70.4,7.1,11.2
19,118_M26T2.06A,blackconnecticut,0503,29.6,0.005412929,1970.7,FALSE,1,E4,Riffle Pool,CEFD,5,335.3,1970.7,29.6,11.7,8.8,0.8,0.608,0.847,1.394,1.69,0.77,151.1,89.7,3.2,1.9,360.5,24.8,148.7,219.3,295.1,62,0.541,11.5,2.4,10.4,10.3,1.1,47.5,89.0,14.2,2.5,0.20,30.9,1.24,0.21,-117.8040507,0.14,-188.4,8.53,651.0,68.7,37.8,122.3
20,118_M26T2.06B,blackconnecticut,0503,24.7,0.00487567,625.1,FALSE,1,C4,Riffle Pool,CEFD,5,345.9,625.1,24.7,10.8,9.7,0.9,0.576,0.689,1.196,0.90,0.65,401.7,275.4,37.8,25.9,267.4,18.5,220.6,1664.7,4369.7,184.9,0.488,4.7,0.2,8.6,14.1,1.1,10.6,274.8,4.8,0.0,0.01,24.8,1.34,0.11,-195.7600304,0.01,-1639.8,2.35,2338.5,27.7,2.9,11.6
21,118_M26T2.07-,blackconnecticut,0503,18.0,0.005075111,1501.4,FALSE,1,C4,Riffle Pool,FSTCD,4,350.5,1501.4,18.0,9.4,8.9,0.9,0.524,0.494,0.942,1.65,0.48,29.6,20.5,3.1,2.2,198.9,26.6,15.4,24.1,354.7,13.9,0.508,17.5,1.7,24.1,18.2,1.7,9.5,19.8,16.0,1.3,0.05,21.2,0.80,1.38,5.827319229,0.88,-2.9,23.19,2241.5,39.0,17.8,83.9
22,118_M26T2.08A,blackconnecticut,0503,14.9,0.007178751,424.6,FALSE,1,C4,Riffle Pool,UST,3,358.1,424.6,14.9,8.6,6.7,0.8,0.494,0.479,0.968,1.01,0.45,221.6,151.3,4.0,2.7,228.8,40.6,256.7,555.6,344.5,113.2,0.718,10.2,1.1,3.4,14.0,2.0,56.0,150.4,18.8,7.1,0.13,26.6,0.65,0.10,-230.170629,0.05,-529.1,2.96,474.4,31.8,5.3,19.9
23,118_M26T2.08B,blackconnecticut,0503,14.5,0.011155734,683,FALSE,1,C4,Riffle Pool,CEFD,5,361.2,683.0,14.5,8.5,8.3,1.0,0.491,0.399,0.814,0.92,0.37,409.6,197.3,21.1,10.1,346.2,47.2,178.4,1167.1,942.1,167,1.116,9.0,0.4,2.0,20.9,1.1,19.4,196.6,20.5,0.0,0.01,40.6,0.86,0.23,-137.8227444,0.03,-1126.5,1.87,2090.1,37.1,-3.5,-8.7
24,118_M26T2.09-,blackconnecticut,0503,12.8,0.014030164,868.9,FALSE,1,C3,Riffle Pool,FSTCD,4,368.8,868.9,12.8,8.1,8.3,1.0,0.473,0.500,1.058,1.49,0.46,179.5,143.0,2.5,2.0,380.7,63.5,233.9,586.4,158.2,129.1,1.403,23.2,3.3,11.0,16.6,1.5,71.1,112.5,20.7,3.5,0.02,47.2,0.74,0.20,-186.6433441,0.08,-539.2,3.22,663.9,94.5,47.3,100.2
25,118_M26T2.10A,blackconnecticut,0503,6.3,0.02955665,309.4,FALSE,1,F4b,Riffle Pool,UST,3,381.0,309.4,6.3,5.9,6.1,1.0,0.382,0.354,0.926,1.35,0.34,404.0,195.2,8.7,4.2,374.0,82.0,209.1,1330.3,193.9,217.1,2.956,7.0,3.8,1.4,17.3,2.3,46.3,194.0,25.9,9.7,0.15,63.5,0.77,0.30,-145.634733,0.05,-1266.8,1.75,1369.6,133.9,70.5,111.0
26,118_M26T2.10B,blackconnecticut,0503,6.2,0.038546256,276.7,FALSE,1,B3,Step Pool,TR,1,390.1,276.7,6.2,5.9,6.4,1.1,0.380,0.427,1.123,1.58,0.41,408.7,266.2,6.3,4.1,479.9,34.2,310.0,2269.4,155.5,318.9,3.855,1.8,0.4,1.9,15.1,1.3,65.1,252.0,7.2,3.6,0.01,82.0,2.40,0.26,-228.0182118,0.04,-2187.4,1.55,1259.5,245.4,163.4,199.3
27,118_M26T2.10C,blackconnecticut,0503,5.9,0.016542597,368.5,FALSE,1,C4,Plane Bed,UST,3,400.8,368.5,5.9,5.7,5.8,1.0,0.375,0.399,1.065,1.27,0.38,274.4,158.4,5.5,3.2,196.5,44.5,207.2,782.7,223.5,149.7,1.654,5.2,0.3,5.2,14.7,1.7,49.5,157.8,13.6,2.7,0.09,34.2,0.77,0.17,-172.9702627,0.04,-748.5,2.39,690.9,77.8,43.5,127.2
28,118_M27-,blackconnecticut,0503,219.3,0.005001251,1218.8,FALSE,1,C3,Riffle Pool,UST,3,228.6,1218.8,219.3,28.1,25.9,0.9,1.108,1.082,0.976,1.76,1.06,233.6,151.9,3.1,2.0,2837.2,1375.3,323.7,477.2,331.1,102.7,0.500,6.7,4.8,3.5,23.9,1.8,75.9,134.2,2.5,2.5,0,100.8,0.07,0.31,-222.8736779,0.21,-376.4,7.00,1328.1,91.7,-9.1,-9.0
29,118_M30-,blackconnecticut,0502,214.4,0.003826688,2469.1,FALSE,1,C3,Riffle Pool,UST,3,269.7,2469.1,214.4,27.9,25.9,0.9,1.101,1.213,1.102,1.68,1.18,177.5,151.8,2.2,1.9,2119.8,61.9,350.6,435.8,379,95.2,0.383,8.4,1.4,6.5,21.4,1.4,80.3,118.8,3.2,0.8,0.11,76.0,1.23,0.22,-274.5355166,0.17,-359.7,7.75,946.7,74.0,-2.0,-2.6
30,118_M31-,blackconnecticut,0502,204.6,0.003207698,1140.2,FALSE,1,C4,Riffle Pool,UST,3,279.2,1140.2,204.6,27.3,23.9,0.9,1.086,1.079,0.994,1.49,1.04,165.1,121.4,2.6,1.9,1690.1,49.7,256.6,296.5,438.9,72.5,0.321,5.9,2.9,7.0,22.4,1.3,63.0,93.9,5.3,1.8,0.15,61.9,1.25,0.24,-194.6835602,0.21,-234.6,8.59,982.7,49.0,-12.9,-20.9
31,118_M32A,blackconnecticut,0502,204.2,0.002578744,1654.7,FALSE,1,B3c,Riffle Pool,FSTCD,4,282.8,1654.7,204.2,27.3,41.1,1.5,1.085,0.561,0.517,0.80,0.56,155.4,117.9,2.1,1.6,1355.5,57.9,278.3,258.2,432.4,66.2,0.258,2.0,0.3,1.9,73.2,2.1,72.6,82.7,5.4,3.0,0.22,49.7,0.86,0.18,-228.6297313,0.19,-208.5,4.73,684.1,11.2,-38.5,-77.4
32,118_M32B,blackconnecticut,0502,200.0,0.003046458,800.4,FALSE,1,C4,Riffle Pool,UST,3,287.1,800.4,200.0,27.0,24.4,0.9,1.078,0.725,0.673,1.17,0.68,132.8,82.2,2.7,1.7,1566.3,48.0,153.6,159.3,401.9,48.4,0.305,6.0,0.6,5.5,33.7,1.3,48.3,64.3,5.0,2.5,0.01,57.9,1.21,0.38,-95.67440978,0.36,-101.4,8.23,1198.9,23.6,-34.3,-59.2
33,118_M32C,blackconnecticut,0502,198.4,0.002534854,1202.4,FALSE,1,B3c,Riffle Pool,UST,3,289.5,1202.4,198.4,26.9,22.7,0.8,1.076,0.841,0.782,1.02,0.83,340.0,149.7,5.0,2.2,1291.9,79.3,344.8,385.7,588.4,83.7,0.253,10.3,1.1,1.9,27.0,1.7,68.7,147.4,7.5,0.8,0.08,48.0,0.60,0.14,-296.8253772,0.12,-337.8,5.52,698.6,20.9,-27.1,-56.4
34,118_M33A,blackconnecticut,0502,180.9,0.004441155,1235.3,FALSE,1,C3,Plane Bed,UST,3,292.6,1235.3,180.9,25.9,20.7,0.8,1.046,1.058,1.011,1.50,1.02,249.0,187.8,1.9,1.4,2050.7,37.1,544.0,594.7,252.7,122.8,0.444,9.3,1.4,11.8,19.6,1.3,133.9,109.0,3.2,0.8,0.72,79.3,2.14,0.15,-464.6977954,0.13,-515.4,5.44,592.3,66.7,-12.6,-15.9
35,118_M33B,blackconnecticut,0502,177.0,0.002107482,1157,FALSE,1,F3,Plane Bed,UST,3,298.1,1157.0,177.0,25.6,17.8,0.7,1.040,0.945,0.909,0.86,0.89,1361.6,228.2,11.7,2.0,950.8,36.8,707.6,673.9,602.2,121.1,0.211,6.8,2.2,1.1,18.9,2.0,116.8,164.3,4.3,0.0,0.71,37.1,1.01,0.05,-670.4386329,0.06,-636.8,3.91,317.9,15.9,-21.2,-57.1
36,118_M34-,blackconnecticut,0502,150.4,0.002313744,658.6,FALSE,1,F3,Riffle Pool,UST,3,300.5,658.6,150.4,23.8,25.7,1.1,0.990,0.957,0.967,1.03,0.94,280.8,174.5,3.7,2.3,876.6,36.6,427.1,476.4,669.1,95.1,0.231,3.1,1.8,1.1,26.8,2.3,75.1,143.6,9.1,3.0,0.14,36.8,1.01,0.09,-390.3610833,0.08,-439.7,5.38,489.3,21.9,-14.9,-40.4
37,118_M35-,blackconnecticut,0502,147.0,0.002335085,522.1,FALSE,1,B4c,Plane Bed,TR,1,302.0,522.1,147.0,23.6,28.0,1.2,0.983,0.768,0.781,1.46,0.75,40.8,26.5,4.8,3.1,863.5,44.7,21.7,29.7,900.2,14.5,0.234,1.7,0.2,1.7,36.4,1.0,8.4,26.3,1.9,1.9,0.34,36.6,0.82,1.68,14.85237793,1.23,6.9,28.26,4336.1,25.1,-11.5,-31.3
38,118_M36A,blackconnecticut,0502,146.4,0.002860412,1065.5,FALSE,1,C4,Riffle Pool,CEFD,5,303.3,1065.5,146.4,23.6,24.5,1.0,0.982,0.713,0.726,1.13,0.70,355.8,85.7,11.0,2.6,1052.8,63.6,132.7,178.5,653.4,49.5,0.286,7.2,1.7,5.0,34.9,1.0,32.4,85.5,9.4,4.7,0.14,44.7,0.70,0.34,-87.97155276,0.25,-133.8,8.15,1378.2,22.1,-22.5,-50.5
39,118_M40T5.01A,blackconnecticut,0501,14.1,0.025188917,121,FALSE,1,C3b,Plane Bed,UST,3,323.1,121.0,14.1,8.4,7.7,0.9,0.487,0.436,0.896,1.65,0.42,246.7,173.6,3.6,2.5,758.3,117.0,238.6,963.9,129.7,184.6,2.519,6.3,1.6,12.3,17.6,1.5,69.2,161.0,8.3,0.0,0.14,90.1,0.77,0.38,-148.4474004,0.09,-873.8,2.44,1303.0,173.1,83.0,92.1
40,118_M40T5.01B,blackconnecticut,0501,14.1,0.032722513,232.9,FALSE,1,F3b,Plane Bed,FSTCD,4,326.1,232.9,14.1,8.4,10.1,1.2,0.487,0.433,0.890,1.84,0.42,304.4,180.0,3.8,2.2,984.6,135.5,246.7,1063.4,95.2,206,3.272,3.9,1.5,1.1,23.8,3.7,80.9,165.9,0.0,0.0,0.34,117.0,0.86,0.47,-129.6818818,0.11,-946.4,2.35,1446.5,250.9,133.9,114.4
41,118_M40T5.01C,blackconnecticut,0501,14.1,0.037957212,441.6,FALSE,1,C3b,Plane Bed,FSTCD,4,333.7,441.6,14.1,8.4,11.7,1.4,0.486,0.311,0.639,1.29,0.30,327.9,207.2,3.1,2.0,1138.9,128.4,307.6,1329.6,76.1,247.2,3.796,2.6,1.0,1.9,37.7,1.4,104.7,194.0,4.5,9.1,0.05,135.5,1.06,0.44,-172.0962391,0.10,-1194.1,1.46,1294.8,144.4,8.9,6.6
42,118_M40T5.01D,blackconnecticut,0501,13.9,0.03617945,421.2,FALSE,1,F3b,Plane Bed,FSTCD,4,350.5,421.2,13.9,8.4,7.3,0.9,0.485,0.360,0.742,1.13,0.35,661.1,308.4,6.6,3.1,1074.9,113.1,456.3,2623.3,121.9,363,3.618,2.7,1.9,1.3,20.2,2.5,100.7,296.2,0.0,7.1,0.02,128.4,1.14,0.28,-327.8846039,0.05,-2494.9,1.14,1275.6,140.9,12.5,9.7
43,118_M40T5.02A,blackconnecticut,0501,13.7,0.032258065,377.9,FALSE,1,B4,Plane Bed,UST,3,365.7,377.9,13.7,8.3,8.5,1.0,0.482,0.500,1.037,2.24,0.48,335.8,156.3,5.4,2.5,938.6,98.3,189.4,879.3,107.9,178.2,3.226,1.4,0.3,1.6,17.5,2.7,62.6,155.4,5.3,2.6,0.13,113.1,1.15,0.60,-76.25646652,0.13,-766.2,3.10,1806.7,342.8,229.7,203.1
44,118_M40T5.02B,blackconnecticut,0501,13.2,0.028702641,265.5,FALSE,1,F3b,Plane Bed,UST,3,377.9,265.5,13.2,8.2,7.3,0.9,0.477,0.466,0.978,1.36,0.44,512.0,309.3,5.7,3.4,802.2,155.3,465.9,2529.8,161.5,341.1,2.870,5.0,1.4,1.4,15.8,1.7,90.0,292.4,3.8,3.8,0.39,98.3,0.63,0.21,-367.6385903,0.04,-2431.5,1.44,1092.0,170.6,72.4,73.6
45,118_M40T5.03A,blackconnecticut,0501,10.9,0.051185345,565.7,FALSE,1,F3a,Plane Bed,UST,3,385.6,565.7,10.9,7.5,8.3,1.1,0.450,0.390,0.867,1.73,0.38,469.5,247.1,6.9,3.6,1165.2,148.8,265.3,2142.7,113.1,320.5,5.119,3.7,2.0,1.4,21.5,3.7,67.7,240.2,0.0,5.3,0.01,155.3,1.04,0.59,-109.9709232,0.07,-1987.4,1.54,2292.8,331.4,176.1,113.4
46,118_M40T5.03B,blackconnecticut,0501,10.6,0.049849141,2323.4,FALSE,1,B3a,Step Pool,TR,1,414.5,2323.4,10.6,7.4,5.9,0.8,0.446,0.387,0.867,1.38,0.36,348.3,320.0,4.1,3.7,1103.6,5.0,390.0,3151.5,118.1,412,4.985,1.8,0.1,1.6,15.3,1.2,85.6,310.1,1.3,2.6,0.13,148.8,29.62,0.38,-241.2228638,0.05,-3002.7,1.12,1738.4,243.5,94.7,63.6
